n,T,t,p_j
80,187,15,"[7, 35, 5, 35, 1, 13, 45, 42, 9, 1, 23, 26, 2, 29, 23, 9, 15, 5, 36, 41, 26, 50, 3, 38, 47, 30, 19, 34, 29, 41, 23, 15, 13, 32, 10, 45, 3, 31, 16, 31, 34, 7, 29, 44, 47, 1, 33, 39, 8, 35, 15, 46, 27, 28, 3, 11, 47, 42, 19, 4, 36, 46, 49, 48, 38, 49, 14, 18, 6, 22, 3, 47, 10, 32, 29, 13, 41, 41, 49, 32]"
80,156,5,"[20, 18, 11, 38, 13, 7, 17, 37, 47, 39, 16, 48, 9, 26, 7, 50, 15, 35, 50, 43, 32, 36, 27, 20, 37, 12, 6, 30, 47, 35, 20, 47, 27, 44, 14, 26, 9, 14, 21, 38, 33, 26, 28, 38, 18, 3, 4, 36, 10, 43, 47, 20, 5, 37, 2, 6, 37, 48, 47, 21, 49, 3, 47, 39, 21, 30, 14, 19, 28, 12, 8, 32, 22, 10, 36, 3, 8, 36, 15, 39]"
80,153,15,"[11, 12, 31, 6, 2, 19, 34, 29, 13, 15, 7, 28, 30, 30, 5, 10, 4, 44, 4, 21, 9, 13, 38, 10, 5, 37, 44, 48, 36, 24, 49, 22, 40, 35, 9, 22, 6, 14, 45, 12, 49, 49, 42, 33, 23, 30, 26, 19, 8, 3, 43, 23, 50, 31, 8, 9, 17, 1, 9, 39, 43, 9, 29, 7, 41, 8, 8, 13, 28, 23, 3, 45, 5, 7, 8, 32, 1, 35, 38, 45]"
80,150,15,"[13, 14, 25, 19, 27, 15, 40, 44, 17, 26, 25, 36, 47, 35, 35, 34, 23, 44, 14, 36, 11, 26, 4, 45, 2, 49, 29, 20, 37, 33, 37, 34, 39, 13, 19, 3, 50, 14, 22, 19, 26, 24, 6, 48, 46, 10, 41, 15, 32, 20, 37, 46, 17, 29, 33, 35, 45, 3, 43, 6, 46, 33, 43, 4, 21, 11, 37, 19, 47, 38, 5, 38, 9, 39, 22, 45, 50, 35, 31, 3]"
80,178,17,"[8, 24, 26, 33, 24, 7, 13, 15, 12, 47, 6, 5, 8, 5, 44, 28, 12, 4, 2, 39, 30, 38, 13, 12, 24, 22, 32, 37, 25, 28, 25, 32, 32, 29, 7, 38, 35, 41, 11, 41, 26, 13, 21, 13, 36, 34, 27, 3, 7, 25, 37, 7, 25, 34, 20, 3, 18, 28, 40, 43, 10, 3, 26, 14, 18, 1, 15, 7, 32, 4, 24, 9, 28, 37, 17, 28, 1, 10, 42, 34]"
80,196,11,"[13, 16, 27, 41, 46, 50, 14, 35, 49, 3, 42, 49, 49, 38, 2, 48, 23, 1, 18, 1, 15, 8, 32, 2, 24, 7, 11, 11, 3, 8, 25, 36, 48, 41, 6, 15, 36, 24, 19, 9, 24, 36, 3, 29, 50, 20, 22, 8, 23, 15, 47, 7, 47, 45, 27, 28, 14, 35, 6, 26, 17, 36, 9, 43, 47, 48, 22, 45, 48, 32, 38, 46, 28, 14, 26, 15, 24, 20, 24, 37]"
80,157,16,"[6, 2, 8, 49, 46, 2, 44, 50, 4, 3, 23, 35, 48, 40, 1, 45, 4, 7, 7, 30, 45, 36, 11, 15, 46, 17, 25, 45, 50, 30, 40, 9, 22, 16, 27, 28, 15, 4, 47, 4, 13, 33, 18, 44, 1, 2, 34, 37, 28, 6, 34, 48, 7, 15, 41, 35, 43, 6, 37, 9, 34, 47, 34, 35, 4, 30, 19, 41, 24, 45, 3, 29, 19, 50, 28, 20, 10, 7, 45, 25]"
80,199,5,"[47, 19, 18, 19, 27, 29, 49, 50, 19, 46, 2, 8, 24, 18, 4, 45, 28, 30, 28, 12, 11, 30, 45, 4, 41, 29, 49, 11, 44, 37, 45, 41, 45, 26, 22, 16, 49, 4, 45, 30, 24, 18, 46, 31, 11, 31, 8, 24, 16, 13, 24, 20, 33, 41, 28, 30, 4, 13, 2, 31, 27, 40, 42, 21, 34, 26, 26, 22, 30, 26, 47, 11, 38, 2, 1, 23, 5, 30, 24, 45]"
80,154,11,"[7, 14, 31, 36, 16, 5, 39, 42, 50, 21, 47, 15, 50, 39, 24, 11, 15, 37, 25, 25, 34, 14, 7, 32, 7, 39, 40, 23, 32, 5, 47, 23, 36, 1, 40, 28, 47, 45, 6, 27, 10, 39, 37, 13, 13, 7, 1, 18, 44, 41, 45, 6, 41, 8, 31, 22, 45, 37, 31, 39, 30, 49, 16, 49, 23, 42, 18, 16, 31, 2, 21, 16, 32, 16, 13, 17, 21, 43, 14, 34]"
80,179,15,"[40, 39, 44, 44, 42, 32, 23, 7, 41, 10, 41, 25, 28, 15, 18, 40, 1, 38, 18, 4, 11, 21, 10, 40, 2, 2, 22, 24, 39, 50, 42, 27, 40, 3, 26, 4, 20, 13, 43, 50, 21, 37, 45, 29, 37, 30, 10, 12, 12, 20, 34, 47, 46, 29, 40, 7, 3, 40, 19, 19, 9, 26, 2, 50, 10, 46, 22, 39, 41, 39, 8, 32, 28, 48, 18, 49, 25, 21, 8, 13]"
80,159,9,"[22, 7, 40, 21, 30, 31, 24, 3, 43, 9, 49, 49, 2, 35, 20, 9, 39, 22, 15, 37, 9, 28, 10, 40, 42, 4, 4, 44, 49, 21, 49, 21, 1, 26, 39, 1, 1, 7, 45, 38, 49, 12, 9, 14, 46, 27, 19, 10, 37, 37, 20, 2, 48, 8, 43, 12, 39, 33, 5, 21, 43, 48, 43, 41, 46, 31, 23, 14, 27, 44, 7, 34, 25, 11, 15, 3, 2, 6, 3, 28]"
80,193,11,"[35, 38, 13, 25, 36, 36, 6, 26, 26, 34, 21, 36, 12, 50, 18, 9, 24, 3, 18, 13, 20, 4, 23, 13, 36, 38, 45, 40, 4, 40, 37, 4, 4, 19, 25, 20, 43, 12, 40, 48, 47, 27, 43, 44, 1, 40, 1, 26, 45, 39, 17, 24, 36, 33, 17, 31, 36, 49, 35, 13, 34, 19, 3, 37, 19, 46, 17, 45, 16, 9, 50, 21, 41, 20, 28, 25, 32, 1, 36, 15]"
80,165,16,"[38, 42, 15, 1, 11, 27, 37, 17, 38, 39, 27, 4, 10, 21, 7, 21, 29, 40, 30, 34, 41, 38, 39, 26, 43, 4, 20, 6, 7, 24, 1, 24, 15, 22, 43, 46, 50, 19, 38, 45, 3, 42, 50, 20, 49, 36, 49, 41, 41, 48, 30, 47, 42, 3, 35, 7, 33, 6, 9, 24, 49, 2, 30, 49, 5, 34, 38, 29, 14, 40, 17, 32, 26, 28, 42, 23, 18, 9, 49, 22]"
80,184,13,"[32, 3, 42, 45, 38, 24, 11, 34, 33, 27, 42, 25, 25, 23, 14, 25, 11, 32, 32, 25, 3, 32, 42, 3, 24, 46, 46, 43, 7, 11, 19, 36, 49, 26, 50, 45, 29, 24, 47, 27, 11, 19, 28, 19, 13, 30, 13, 48, 31, 49, 12, 41, 45, 20, 38, 50, 4, 19, 42, 33, 15, 32, 1, 47, 11, 17, 1, 14, 21, 35, 22, 15, 41, 30, 5, 39, 7, 27, 44, 27]"
80,175,13,"[43, 31, 35, 6, 33, 1, 46, 48, 3, 41, 8, 29, 30, 38, 1, 33, 14, 7, 4, 14, 40, 39, 9, 40, 1, 47, 4, 10, 38, 5, 10, 12, 21, 34, 33, 17, 5, 7, 1, 18, 49, 16, 42, 7, 2, 3, 33, 29, 23, 40, 17, 17, 48, 42, 47, 50, 6, 9, 33, 2, 11, 22, 16, 39, 37, 28, 22, 10, 39, 41, 48, 9, 36, 14, 28, 14, 32, 18, 19, 9]"
80,170,17,"[29, 2, 41, 21, 13, 22, 37, 29, 42, 21, 47, 13, 30, 19, 41, 29, 20, 36, 46, 41, 25, 22, 40, 45, 4, 6, 24, 35, 32, 36, 9, 46, 9, 34, 10, 2, 50, 38, 42, 10, 45, 12, 40, 2, 15, 14, 20, 48, 40, 27, 12, 36, 10, 34, 27, 49, 24, 32, 24, 23, 37, 38, 16, 2, 29, 21, 12, 27, 45, 7, 37, 21, 2, 17, 3, 35, 40, 4, 11, 39]"
80,156,18,"[25, 9, 17, 24, 31, 46, 15, 12, 24, 38, 31, 4, 37, 12, 2, 16, 30, 3, 7, 39, 49, 11, 27, 26, 17, 11, 43, 46, 49, 1, 10, 30, 31, 27, 15, 9, 6, 46, 40, 22, 16, 3, 25, 43, 47, 18, 26, 14, 11, 44, 33, 27, 37, 1, 16, 49, 21, 13, 15, 17, 1, 44, 48, 3, 39, 39, 45, 45, 35, 2, 26, 49, 8, 25, 49, 21, 40, 39, 10, 17]"
80,185,11,"[3, 2, 5, 25, 19, 10, 29, 28, 30, 34, 42, 37, 41, 42, 41, 30, 32, 31, 29, 15, 6, 32, 11, 24, 9, 28, 24, 30, 34, 46, 39, 32, 17, 8, 3, 17, 7, 6, 17, 46, 27, 15, 49, 27, 6, 8, 20, 46, 8, 30, 42, 30, 35, 48, 26, 44, 12, 46, 45, 24, 35, 9, 13, 35, 21, 24, 39, 22, 24, 33, 48, 9, 20, 47, 2, 41, 50, 16, 13, 8]"
80,186,13,"[31, 50, 37, 18, 21, 39, 40, 49, 33, 29, 40, 22, 15, 10, 17, 12, 7, 14, 30, 15, 36, 42, 45, 27, 46, 16, 18, 20, 44, 13, 8, 19, 43, 28, 42, 17, 7, 35, 49, 30, 33, 25, 32, 23, 21, 27, 25, 21, 20, 1, 12, 33, 33, 19, 17, 30, 42, 19, 46, 15, 49, 46, 12, 40, 36, 37, 48, 7, 37, 32, 18, 25, 22, 15, 4, 21, 34, 4, 24, 7]"
80,182,17,"[7, 38, 11, 18, 32, 8, 10, 46, 28, 18, 32, 28, 50, 16, 36, 35, 30, 30, 9, 27, 37, 41, 45, 1, 21, 42, 32, 40, 25, 47, 40, 40, 4, 31, 34, 46, 6, 1, 19, 29, 4, 21, 40, 41, 23, 47, 29, 49, 10, 24, 4, 7, 37, 31, 5, 23, 1, 20, 11, 9, 6, 30, 9, 31, 20, 2, 31, 7, 23, 6, 36, 17, 11, 44, 28, 21, 29, 36, 33, 3]"
80,192,18,"[7, 25, 45, 3, 5, 11, 41, 43, 3, 47, 42, 16, 3, 48, 15, 1, 33, 36, 24, 2, 35, 12, 43, 33, 7, 9, 32, 19, 36, 13, 27, 9, 24, 45, 49, 23, 9, 31, 19, 22, 36, 43, 3, 41, 42, 20, 12, 35, 48, 37, 28, 29, 18, 1, 9, 27, 45, 28, 42, 49, 47, 27, 7, 39, 28, 15, 4, 13, 43, 29, 34, 8, 1, 49, 35, 6, 49, 44, 3, 27]"
80,156,19,"[46, 36, 25, 22, 12, 29, 39, 11, 29, 24, 35, 43, 50, 6, 11, 38, 19, 28, 10, 4, 15, 34, 30, 5, 39, 23, 16, 43, 11, 29, 38, 6, 44, 34, 1, 22, 15, 48, 47, 46, 2, 30, 13, 9, 30, 39, 12, 36, 43, 35, 10, 30, 18, 33, 2, 24, 20, 50, 13, 35, 7, 45, 24, 5, 23, 7, 1, 21, 17, 24, 7, 38, 44, 40, 33, 50, 12, 33, 34, 32]"
90,173,6,"[1, 5, 43, 44, 42, 15, 38, 35, 24, 46, 27, 49, 15, 28, 29, 41, 39, 20, 23, 43, 18, 22, 10, 42, 28, 9, 17, 24, 38, 32, 31, 2, 45, 50, 49, 26, 40, 26, 47, 16, 36, 20, 24, 35, 6, 26, 13, 41, 30, 46, 34, 38, 27, 31, 3, 35, 13, 46, 18, 18, 44, 7, 50, 7, 23, 3, 14, 38, 38, 33, 1, 20, 36, 43, 23, 46, 20, 25, 24, 6, 25, 33, 37, 45, 50, 9, 1, 39, 43, 37]"
90,152,18,"[34, 9, 22, 46, 47, 46, 29, 11, 25, 46, 39, 7, 43, 31, 27, 2, 4, 39, 22, 19, 42, 11, 35, 39, 12, 49, 47, 10, 30, 15, 23, 32, 17, 48, 13, 45, 13, 14, 29, 20, 42, 15, 10, 35, 4, 22, 31, 21, 12, 14, 26, 17, 23, 15, 48, 38, 35, 28, 40, 38, 41, 6, 49, 4, 33, 11, 16, 15, 2, 40, 50, 28, 26, 23, 35, 17, 2, 46, 24, 32, 35, 19, 4, 1, 34, 33, 8, 29, 16, 12]"
90,169,19,"[23, 16, 23, 10, 33, 31, 11, 6, 38, 5, 25, 19, 4, 4, 42, 6, 35, 18, 40, 33, 6, 32, 4, 12, 44, 31, 31, 8, 15, 30, 35, 27, 46, 26, 8, 49, 46, 17, 9, 3, 29, 7, 11, 41, 27, 7, 40, 29, 44, 31, 45, 2, 42, 32, 8, 20, 19, 36, 40, 38, 7, 33, 30, 11, 29, 12, 12, 28, 22, 8, 29, 31, 21, 42, 26, 48, 40, 45, 46, 2, 23, 22, 7, 26, 23, 18, 14, 50, 10, 2]"
90,150,19,"[13, 33, 6, 2, 7, 14, 46, 4, 28, 27, 17, 8, 1, 21, 22, 42, 20, 5, 8, 22, 48, 28, 19, 22, 45, 23, 48, 20, 45, 26, 9, 34, 36, 23, 8, 24, 5, 35, 48, 3, 39, 1, 48, 28, 49, 24, 31, 41, 25, 45, 28, 39, 29, 12, 23, 3, 11, 6, 27, 46, 48, 28, 25, 13, 35, 44, 14, 29, 3, 32, 10, 2, 42, 41, 6, 48, 14, 47, 12, 16, 30, 50, 25, 32, 16, 44, 45, 10, 27, 8]"
90,155,15,"[50, 36, 2, 26, 35, 50, 23, 22, 2, 48, 9, 25, 2, 29, 11, 46, 10, 42, 16, 15, 12, 7, 23, 22, 8, 26, 16, 47, 15, 50, 14, 20, 38, 6, 22, 10, 43, 40, 9, 29, 10, 31, 24, 21, 49, 14, 8, 4, 21, 48, 24, 17, 27, 5, 38, 42, 41, 5, 37, 40, 27, 19, 25, 8, 36, 10, 39, 27, 41, 32, 45, 46, 41, 22, 19, 39, 39, 42, 2, 20, 33, 1, 13, 21, 14, 44, 16, 16, 16, 19]"
90,177,16,"[6, 16, 21, 13, 30, 43, 38, 45, 1, 5, 47, 11, 43, 6, 17, 5, 50, 2, 33, 29, 36, 40, 11, 14, 34, 14, 41, 20, 23, 40, 12, 22, 14, 22, 37, 7, 25, 34, 1, 13, 40, 16, 46, 4, 22, 29, 7, 48, 50, 24, 12, 16, 37, 42, 26, 10, 20, 19, 24, 43, 43, 33, 46, 18, 43, 44, 14, 12, 6, 44, 24, 25, 10, 31, 29, 32, 16, 36, 44, 30, 15, 22, 44, 6, 13, 23, 36, 37, 1, 22]"
90,179,16,"[50, 48, 13, 22, 40, 41, 38, 1, 5, 13, 41, 47, 32, 35, 45, 38, 6, 37, 8, 33, 23, 20, 23, 49, 34, 46, 3, 26, 40, 4, 22, 1, 48, 46, 43, 14, 45, 46, 16, 29, 1, 15, 22, 24, 36, 9, 10, 36, 37, 31, 33, 29, 30, 30, 9, 44, 20, 11, 24, 50, 5, 10, 37, 19, 16, 1, 13, 18, 46, 8, 45, 26, 28, 41, 39, 42, 20, 43, 21, 18, 1, 35, 5, 30, 36, 50, 12, 48, 17, 2]"
90,198,14,"[45, 11, 2, 31, 35, 27, 29, 9, 17, 13, 17, 4, 2, 15, 20, 27, 35, 48, 11, 33, 46, 35, 9, 15, 8, 5, 9, 27, 6, 23, 15, 14, 29, 15, 1, 21, 33, 22, 40, 18, 31, 3, 12, 12, 33, 47, 13, 35, 14, 2, 1, 12, 19, 10, 45, 12, 19, 14, 6, 15, 37, 49, 3, 19, 45, 1, 11, 26, 20, 45, 47, 42, 39, 12, 4, 24, 18, 18, 32, 18, 23, 23, 19, 23, 38, 28, 5, 2, 1, 24]"
90,192,18,"[45, 40, 17, 34, 39, 18, 14, 30, 48, 5, 32, 39, 28, 35, 25, 6, 44, 9, 37, 45, 37, 13, 18, 35, 41, 30, 8, 41, 18, 19, 12, 2, 7, 38, 42, 22, 18, 46, 28, 3, 42, 19, 21, 14, 30, 30, 6, 4, 35, 6, 23, 37, 27, 16, 4, 46, 10, 5, 49, 43, 43, 17, 29, 42, 20, 14, 42, 38, 38, 5, 16, 48, 18, 41, 35, 46, 48, 27, 49, 14, 50, 50, 23, 7, 9, 40, 33, 17, 24, 17]"
90,181,13,"[15, 13, 5, 26, 46, 30, 23, 16, 13, 26, 7, 13, 20, 46, 15, 48, 19, 33, 17, 47, 42, 4, 41, 30, 6, 10, 1, 15, 31, 35, 7, 13, 23, 11, 27, 30, 17, 49, 11, 17, 38, 18, 10, 48, 47, 8, 35, 17, 18, 45, 11, 31, 15, 26, 26, 45, 16, 26, 12, 49, 18, 18, 27, 12, 17, 24, 17, 33, 31, 7, 48, 43, 32, 42, 46, 14, 28, 24, 39, 50, 22, 50, 48, 19, 23, 48, 26, 34, 31, 27]"
90,177,5,"[47, 22, 49, 38, 22, 22, 10, 47, 45, 45, 15, 11, 44, 43, 42, 33, 8, 46, 4, 4, 30, 33, 41, 9, 6, 9, 26, 21, 23, 3, 50, 39, 17, 9, 11, 7, 3, 45, 26, 38, 43, 34, 21, 1, 23, 18, 22, 21, 44, 24, 46, 5, 1, 19, 45, 2, 33, 19, 30, 31, 40, 28, 35, 39, 25, 27, 14, 30, 14, 26, 21, 39, 12, 33, 3, 28, 5, 13, 31, 38, 13, 9, 16, 19, 4, 10, 11, 27, 41, 15]"
90,189,19,"[5, 21, 9, 19, 44, 49, 45, 6, 44, 32, 4, 31, 44, 40, 4, 12, 41, 24, 28, 33, 23, 41, 4, 23, 39, 16, 30, 47, 4, 45, 33, 28, 11, 26, 7, 5, 40, 27, 42, 41, 25, 38, 5, 49, 43, 23, 36, 33, 35, 24, 25, 31, 47, 28, 12, 11, 19, 39, 4, 16, 16, 39, 34, 22, 6, 44, 25, 16, 28, 39, 25, 18, 8, 13, 9, 32, 43, 23, 49, 9, 8, 2, 6, 37, 6, 7, 6, 30, 38, 30]"
90,195,6,"[10, 10, 11, 25, 46, 40, 1, 15, 11, 23, 29, 49, 18, 27, 12, 6, 9, 29, 23, 26, 47, 1, 18, 34, 45, 11, 40, 28, 2, 38, 15, 8, 29, 35, 37, 21, 28, 8, 33, 43, 14, 32, 50, 21, 29, 17, 9, 6, 21, 10, 18, 18, 6, 26, 28, 49, 23, 14, 24, 9, 13, 11, 49, 50, 8, 18, 16, 33, 28, 26, 2, 9, 43, 7, 44, 23, 5, 4, 23, 49, 25, 31, 18, 34, 11, 47, 25, 12, 35, 7]"
90,174,15,"[39, 28, 34, 46, 49, 45, 44, 43, 14, 12, 46, 10, 20, 39, 29, 50, 37, 42, 1, 37, 11, 9, 1, 13, 13, 29, 22, 43, 1, 13, 20, 39, 40, 49, 20, 32, 5, 1, 27, 41, 12, 6, 17, 4, 41, 44, 49, 44, 34, 28, 47, 1, 19, 46, 17, 7, 32, 41, 5, 20, 8, 22, 6, 10, 5, 41, 38, 48, 47, 50, 48, 32, 27, 6, 31, 30, 6, 26, 34, 45, 37, 37, 44, 26, 41, 21, 6, 3, 36, 4]"
90,192,11,"[9, 28, 4, 23, 9, 44, 21, 26, 42, 41, 37, 40, 6, 50, 18, 28, 1, 44, 34, 18, 20, 7, 46, 43, 21, 17, 39, 36, 50, 39, 50, 16, 7, 32, 2, 12, 32, 4, 44, 19, 11, 37, 4, 40, 17, 15, 25, 35, 49, 10, 11, 9, 38, 23, 27, 4, 45, 24, 6, 13, 11, 15, 14, 27, 49, 34, 49, 22, 8, 3, 21, 25, 17, 15, 24, 50, 14, 30, 42, 49, 15, 1, 27, 35, 43, 40, 48, 9, 33, 12]"
90,200,8,"[44, 42, 16, 10, 13, 3, 32, 37, 49, 32, 19, 7, 34, 5, 35, 35, 38, 18, 38, 31, 24, 6, 35, 16, 11, 18, 30, 22, 5, 21, 6, 45, 14, 17, 16, 35, 36, 49, 41, 1, 37, 34, 7, 35, 4, 27, 34, 20, 47, 18, 21, 38, 4, 22, 9, 43, 38, 2, 12, 25, 2, 1, 25, 15, 27, 14, 39, 48, 38, 38, 10, 47, 21, 22, 14, 10, 21, 42, 40, 8, 37, 16, 32, 33, 15, 16, 44, 42, 41, 24]"
90,165,9,"[27, 17, 23, 31, 17, 9, 20, 17, 34, 45, 15, 23, 21, 6, 3, 35, 38, 36, 45, 42, 50, 41, 30, 6, 4, 30, 42, 40, 2, 44, 1, 34, 27, 40, 3, 44, 32, 49, 10, 31, 47, 5, 43, 35, 30, 50, 20, 8, 8, 30, 21, 26, 9, 17, 2, 21, 10, 10, 8, 29, 4, 11, 49, 20, 14, 32, 25, 33, 40, 27, 36, 11, 5, 29, 28, 32, 27, 6, 15, 18, 8, 44, 35, 14, 31, 33, 39, 3, 36, 4]"
90,178,7,"[40, 12, 10, 28, 7, 48, 44, 18, 2, 2, 22, 27, 38, 28, 33, 46, 34, 8, 10, 49, 34, 4, 20, 33, 49, 34, 46, 33, 31, 14, 30, 26, 24, 33, 7, 21, 34, 1, 28, 41, 3, 35, 35, 9, 5, 29, 5, 40, 39, 32, 33, 17, 32, 10, 10, 24, 28, 10, 24, 14, 1, 24, 49, 24, 45, 31, 1, 4, 40, 33, 23, 49, 48, 24, 3, 47, 7, 32, 33, 4, 31, 45, 4, 38, 22, 14, 29, 3, 25, 22]"
90,152,10,"[14, 14, 37, 38, 1, 20, 27, 44, 40, 10, 43, 16, 7, 23, 37, 31, 7, 44, 23, 10, 31, 41, 37, 40, 29, 18, 41, 38, 46, 10, 20, 44, 14, 45, 3, 14, 39, 27, 7, 33, 29, 43, 44, 48, 42, 36, 17, 1, 16, 48, 23, 24, 43, 10, 6, 1, 38, 45, 10, 27, 7, 14, 2, 50, 33, 19, 38, 50, 21, 35, 43, 22, 33, 8, 26, 26, 29, 26, 11, 23, 3, 19, 45, 22, 49, 6, 43, 9, 26, 9]"
90,161,13,"[30, 20, 50, 5, 11, 32, 2, 47, 6, 5, 28, 34, 30, 35, 29, 4, 16, 21, 13, 30, 21, 29, 43, 23, 46, 43, 30, 17, 18, 41, 13, 19, 33, 41, 31, 43, 41, 40, 19, 20, 30, 18, 11, 32, 39, 29, 10, 31, 36, 43, 1, 24, 33, 31, 37, 10, 5, 34, 14, 37, 16, 6, 42, 31, 38, 29, 37, 17, 19, 1, 4, 3, 22, 32, 30, 45, 21, 48, 24, 8, 5, 11, 46, 31, 33, 31, 17, 12, 34, 45]"
90,184,17,"[40, 44, 20, 33, 5, 17, 49, 33, 27, 34, 15, 22, 8, 2, 41, 21, 1, 25, 35, 31, 40, 10, 46, 20, 28, 41, 8, 41, 16, 14, 39, 19, 40, 16, 21, 17, 38, 45, 11, 23, 22, 31, 8, 43, 5, 35, 34, 11, 28, 40, 27, 28, 34, 10, 26, 45, 46, 48, 9, 11, 18, 8, 21, 18, 34, 38, 1, 35, 24, 43, 14, 40, 27, 5, 46, 11, 23, 29, 17, 44, 3, 34, 6, 2, 44, 15, 16, 47, 16, 2]"
90,162,5,"[1, 1, 17, 8, 37, 7, 50, 20, 10, 28, 7, 33, 9, 17, 43, 11, 13, 48, 43, 6, 15, 38, 20, 34, 16, 30, 13, 40, 30, 33, 45, 13, 11, 47, 8, 40, 40, 46, 29, 32, 33, 15, 35, 6, 10, 47, 23, 17, 50, 17, 30, 42, 3, 3, 33, 42, 46, 4, 15, 48, 17, 25, 24, 47, 12, 15, 30, 10, 33, 45, 45, 28, 9, 31, 5, 33, 38, 43, 23, 42, 42, 23, 39, 46, 1, 7, 37, 35, 20, 6]"
90,171,17,"[7, 42, 14, 11, 23, 40, 27, 45, 23, 14, 16, 49, 6, 26, 40, 20, 3, 14, 45, 44, 14, 24, 9, 4, 2, 39, 9, 48, 31, 36, 32, 11, 8, 26, 10, 9, 50, 18, 49, 16, 36, 31, 38, 46, 37, 46, 29, 18, 28, 26, 4, 38, 28, 42, 50, 30, 36, 18, 15, 41, 45, 26, 39, 29, 1, 46, 12, 41, 11, 44, 26, 37, 31, 1, 37, 19, 15, 34, 32, 2, 5, 42, 3, 45, 33, 18, 4, 42, 25, 7]"
90,150,7,"[20, 34, 5, 35, 10, 24, 34, 42, 18, 3, 45, 37, 7, 8, 50, 21, 2, 31, 35, 26, 25, 23, 14, 30, 35, 1, 3, 20, 8, 43, 1, 31, 39, 34, 14, 5, 12, 18, 31, 29, 12, 22, 28, 45, 2, 13, 20, 40, 39, 18, 14, 50, 35, 29, 46, 45, 39, 36, 1, 6, 2, 18, 6, 16, 40, 45, 29, 40, 18, 15, 50, 28, 31, 10, 33, 39, 3, 19, 50, 29, 39, 27, 31, 40, 11, 11, 1, 50, 46, 20]"
90,193,18,"[42, 30, 13, 44, 32, 40, 37, 42, 17, 2, 27, 17, 48, 36, 47, 8, 38, 14, 10, 18, 13, 30, 32, 39, 45, 14, 27, 15, 39, 34, 31, 21, 46, 4, 42, 20, 43, 17, 48, 17, 29, 12, 25, 10, 47, 47, 32, 25, 2, 25, 35, 9, 3, 39, 5, 28, 19, 46, 35, 6, 45, 25, 4, 33, 1, 17, 45, 38, 25, 13, 22, 34, 6, 14, 10, 7, 19, 10, 25, 21, 2, 45, 40, 14, 14, 25, 18, 48, 36, 4]"
90,156,12,"[15, 32, 2, 24, 43, 9, 44, 32, 30, 16, 8, 30, 34, 8, 39, 32, 18, 24, 6, 35, 28, 37, 45, 28, 47, 45, 34, 25, 11, 38, 19, 10, 28, 39, 8, 39, 6, 13, 36, 43, 20, 40, 41, 45, 39, 26, 15, 25, 28, 38, 49, 15, 36, 19, 5, 12, 39, 35, 22, 25, 25, 11, 26, 1, 37, 31, 32, 27, 28, 45, 14, 21, 43, 36, 25, 8, 33, 15, 50, 23, 33, 5, 30, 22, 36, 35, 34, 8, 32, 18]"
90,194,6,"[44, 49, 35, 38, 45, 16, 1, 49, 29, 18, 8, 39, 35, 18, 25, 18, 19, 7, 13, 33, 28, 1, 7, 20, 43, 44, 34, 19, 13, 4, 24, 37, 46, 8, 18, 5, 19, 19, 16, 26, 12, 2, 48, 36, 19, 45, 42, 6, 28, 32, 35, 10, 40, 47, 50, 5, 29, 4, 17, 14, 40, 21, 16, 38, 10, 22, 8, 32, 4, 26, 46, 40, 24, 46, 10, 2, 2, 46, 35, 7, 24, 45, 36, 5, 36, 41, 38, 44, 15, 44]"
90,161,13,"[38, 32, 46, 8, 36, 36, 9, 25, 48, 34, 18, 49, 40, 38, 27, 37, 17, 14, 31, 49, 21, 28, 47, 46, 37, 36, 37, 3, 43, 23, 8, 29, 1, 44, 3, 18, 17, 48, 16, 34, 46, 1, 32, 38, 17, 18, 36, 40, 19, 36, 45, 18, 15, 10, 38, 42, 35, 30, 19, 25, 41, 15, 19, 35, 45, 5, 6, 22, 11, 39, 4, 50, 30, 37, 6, 31, 10, 20, 10, 32, 13, 4, 13, 15, 34, 26, 42, 46, 27, 32]"
90,166,8,"[49, 8, 9, 2, 24, 5, 1, 27, 10, 37, 24, 3, 13, 44, 12, 16, 24, 19, 21, 5, 41, 24, 3, 39, 19, 22, 41, 38, 41, 44, 13, 33, 4, 4, 40, 43, 18, 28, 2, 9, 33, 31, 27, 36, 22, 44, 5, 6, 21, 41, 8, 11, 27, 37, 8, 14, 37, 6, 28, 37, 45, 14, 45, 43, 12, 36, 45, 19, 21, 5, 46, 17, 28, 28, 2, 47, 27, 34, 44, 29, 19, 4, 3, 48, 46, 46, 16, 5, 46, 32]"
90,179,10,"[17, 1, 14, 29, 27, 20, 30, 9, 31, 5, 38, 27, 22, 24, 29, 1, 35, 24, 24, 46, 22, 49, 49, 50, 25, 28, 27, 21, 4, 43, 22, 26, 16, 33, 18, 42, 4, 20, 17, 43, 43, 17, 19, 2, 32, 45, 22, 50, 6, 26, 37, 2, 8, 17, 50, 6, 35, 8, 14, 31, 11, 36, 39, 13, 43, 26, 41, 37, 20, 3, 28, 1, 32, 5, 11, 12, 21, 16, 38, 43, 8, 45, 6, 37, 2, 38, 33, 38, 26, 13]"
